target_lab,target_weights
32.644390036531746;33.722068614391006;-66.41057325002046,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.4;0.2;0.0
31.2231269953705;40.27705532981024;-66.93259704148328,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.6;0.0;0.0
45.47212434871999;22.019524675215564;-1.021730451900149,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.4;0.0
44.88865874261982;24.29350167651634;-23.15641813129432,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.2;0.2;0.0
45.171405192996765;31.023223270507216;-48.193821221173174,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.4;0.0;0.0
63.466247905110336;24.50099093619379;-2.585761897848693,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0;0.2;0.0
62.720500079003116;24.9032691527023;-25.954591317938068,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.2;0.0;0.0
82.52771402602404;22.054552358312442;-1.5602111665863339,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0
14.674048368202609;24.748930796578417;14.22672759201048,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0
14.713719416762693;27.48077288319342;-8.843415626869422,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2;0.4;0.0
15.461835237509696;28.100667721844193;-26.053689445549345,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.2;0.0
17.649247825827885;37.24592893857476;-45.887744257173466,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0
31.689314164419237;45.01106885606945;-0.5976891572102572,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.4;0.0
32.362990080615006;35.55614139168231;-15.421033527194982,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.2;0.2;0.0
50.49311467850622;41.07072747463714;1.5670379770948095,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.2;0.0
68.56353146192134;40.751102779461924;-0.7542598860111882,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0
23.454631101972872;35.53533235962841;21.954542403166965,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0
22.574066449343533;32.94826725568356;1.3721127439781489,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.2;0.0
22.39195245426083;35.17910740644914;-21.505384206854174,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0
40.76387050697097;47.547812246825444;11.862518038135395,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.2;0.0
38.913634077750814;46.463644856541784;-9.987294865755214,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.2;0.0;0.0
57.6446588233495;52.64739380183625;4.345358306733904,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0
32.220275033022865;45.38937057945491;28.876233024235475,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18.029138248072783;8.69825727926085;-33.60212125327378,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8
17.031168815554253;17.757162699976544;-41.81657634604352,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6
16.255049587703695;27.538283518700357;-50.255100472260054,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4
16.00308257402351;36.27123907581159;-57.739895025770096,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
42.69731543284229;-4.189573890838183;-35.98551512566108,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8
39.86226604862845;6.404866992430564;-45.826561598859215,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.6
38.39352131008655;21.515844346931406;-61.1413837341689,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.4
36.072562931378435;31.7019917908401;-69.01525086909402,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.2
33.42382404285411;40.41324221627723;-74.53349922915615,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0
58.36258594936049;-8.600824066753054;-37.225383667084785,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6
55.03859354748296;2.288882225104094;-47.525714552485624,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.4
51.81149542430872;13.141102763225664;-57.1819002513452,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.2
48.90910859803907;24.881866559148147;-67.49368635399497,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0
70.99699812571039;-10.580168915863219;-30.175801869454943,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4
67.69347730857459;-1.033492072556652;-39.668375795697216,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.2
64.51053364463533;8.996392196114533;-49.59981320567508,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0
84.26506526664068;-7.80529723594009;-16.630747540437053,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
18.776986961297006;13.47743560977674;-34.33565141622903,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8
17.623050372245125;20.715322671906428;-40.81319149092694,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.6
16.754365385108933;32.316825774250184;-51.986154208416444,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.0;0.4
16.62660754544769;37.79767830314984;-56.68099094887344,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6;0.0;0.2
16.377741456901653;43.23491665854326;-60.90574673895603,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0
37.019160518693624;10.903687438684335;-40.15787279979225,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.6
34.38353332022204;20.19305708506064;-46.181255451818224,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.2;0.0;0.4
33.13400985218894;32.60253846829525;-62.0223944544152,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.4;0.0;0.2
31.2231269953705;40.27705532981024;-66.93259704148328,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.6;0.0;0.0
50.09285702097999;13.707956733461534;-31.67950309722991,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.0;0.4
47.88823877923824;22.007786411340213;-39.209099476139066,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.2;0.0;0.2
45.171405192996765;31.023223270507216;-48.193821221173174,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.4;0.0;0.0
64.97167871497605;17.9103193184732;-18.01671900406785,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0;0.0;0.2
62.720500079003116;24.9032691527023;-25.954591317938068,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.2;0.0;0.0
82.52771402602404;22.054552358312442;-1.5602111665863339,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0
20.162843813890547;19.69891097797902;-28.677038847641157,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6
19.430381641655664;25.16777590795105;-33.81662721616819,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2;0.0;0.4
18.256067168971285;32.08913110228645;-39.66266241174075,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.2
17.649247825827885;37.24592893857476;-45.887744257173466,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0
35.59845565426505;26.838514083551175;-25.629392710289,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.0;0.4
33.7010504988248;34.18848892232793;-31.70854755995056,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.2;0.0;0.2
50.75701117931291;36.10012868354517;-14.333894232012634,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.2
68.56353146192134;40.751102779461924;-0.7542598860111882,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0
24.536884346832352;27.401509627410363;-10.794999857281562,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4
23.571362818955365;31.81290127604011;-16.296853003863156,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.0;0.2
22.39195245426083;35.17910740644914;-21.505384206854174,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0
40.26801245283358;43.20212305519269;-4.800601622095247,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.2
38.913634077750814;46.463644856541784;-9.987294865755214,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.2;0.0;0.0
57.6446588233495;52.64739380183625;4.345358306733904,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0
31.478824619612418;39.61751551920209;12.151412070497846,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14.132558789657462;1.787997693966703;-23.631361620925173,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8
9.034111334892064;2.928128126955351;-21.203936979603938,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6
4.827817510616622;1.0806632114403887;-15.276032259015244,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4
1.9934145439211441;-0.2202472581503967;-5.8305339900148745,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
42.69731543284229;-4.189573890838183;-35.98551512566108,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8
36.31424510057526;-4.579372371099594;-29.203856736842603,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.6
32.91274091515905;-2.5436759554354484;-29.02230030768378,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.4
25.179931474946336;-1.3262639351496464;-10.252819389690726,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.2
21.053429841633253;1.3435181969300158;-0.9562900953391851,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0
58.36258594936049;-8.600824066753054;-37.225383667084785,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6
51.90230185450369;-8.20833928185516;-26.160402738368703,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.4
46.00823867619015;-4.178073472519362;-12.780308324850909,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.2
41.94019954901626;2.0123260421860687;-1.8500155350114844,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0
70.99699812571039;-10.580168915863219;-30.175801869454943,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4
65.34602550588245;-5.842267630577824;-15.544121108784402,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.2
60.97031980121143;2.2684016319087785;-2.7804012877600703,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0
84.26506526664068;-7.80529723594009;-16.630747540437053,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
18.776986961297006;13.47743560977674;-34.33565141622903,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8
14.353654855236066;11.696749684657116;-28.04222921722731,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.6
11.446484836387526;11.114539737663327;-24.390297636795534,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.4
8.021313509051403;9.810658704831262;-5.542768902445561,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.2
5.386528516944875;11.863052351470158;4.179063408790262,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0
37.019160518693624;10.903687438684335;-40.15787279979225,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.6
32.14154895880756;10.810870375572518;-26.339437413056853,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.2;0.4
30.492259085101473;9.077257681399637;-14.280834217764582,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.4;0.2
27.70613734071364;14.57169539418826;2.5391647322173583,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.6;0.0
50.09285702097999;13.707956733461534;-31.67950309722991,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.0;0.4
46.98084781033166;17.73249517400788;-15.753472686506754,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.2;0.2
45.47212434871999;22.019524675215564;-1.021730451900149,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.4;0.0
64.97167871497605;17.9103193184732;-18.01671900406785,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0;0.0;0.2
63.23020398831119;25.053062989066287;-2.93287795683701,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0;0.2;0.0
82.52771402602404;22.054552358312442;-1.5602111665863339,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0
20.162843813890547;19.69891097797902;-28.677038847641157,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6
17.4938931619893;17.796293893754616;-15.949868571018433,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.4
15.858969254197469;23.861346419574854;-3.49802454877548,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.2
14.674048368202609;24.748930796578417;14.22672759201048,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0
35.59845565426505;26.838514083551175;-25.629392710289,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.0;0.4
33.72348568758492;31.07629082068192;-9.500621212353833,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.2;0.2
50.75701117931291;36.10012868354517;-14.333894232012634,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.2
68.56353146192134;40.751102779461924;-0.7542598860111882,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0
24.536884346832352;27.401509627410363;-10.794999857281562,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4
24.006953689888583;32.34513560158622;4.217807859025424,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.2
23.454631101972872;35.53533235962841;21.954542403166965,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0
40.26801245283358;43.20212305519269;-4.800601622095247,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.2
40.76387050697097;47.547812246825444;11.862518038135395,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.2;0.0
57.6446588233495;52.64739380183625;4.345358306733904,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0
31.478824619612418;39.61751551920209;12.151412070497846,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14.132558789657462;1.787997693966703;-23.631361620925173,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8
9.034111334892064;2.928128126955351;-21.203936979603938,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6
4.827817510616622;1.0806632114403887;-15.276032259015244,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4
1.9934145439211441;-0.2202472581503967;-5.8305339900148745,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
18.029138248072783;8.69825727926085;-33.60212125327378,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8
12.79772014870925;10.735192949303919;-31.984452555487763,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.6
8.281658045328996;9.848154808989735;-27.445448706351062,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.4
4.110114680658089;5.299258495677833;-20.199786948687038,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.2
1.3431488327474241;2.3243416050306305;-9.539943220473408,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0
17.031168815554253;17.757162699976544;-41.81657634604352,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6
11.956599211026965;20.001317023665408;-40.16576658193689,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.4
7.281846067600249;16.51063147376214;-33.34809746138107,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.2
3.3002504316079317;10.741476495940343;-25.999745551649866,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0
16.255049587703695;27.538283518700357;-50.255100472260054,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4
11.091688818288404;26.86055212989881;-45.63199758277294,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.2
6.674291447821794;25.210602737439455;-40.664994512957605,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0
16.00308257402351;36.27123907581159;-57.739895025770096,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
18.776986961297006;13.47743560977674;-34.33565141622903,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8
14.353654855236066;11.696749684657116;-28.04222921722731,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.6
11.446484836387526;11.114539737663327;-24.390297636795534,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.4
8.021313509051403;9.810658704831262;-5.542768902445561,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.2
5.386528516944875;11.863052351470158;4.179063408790262,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0
17.623050372245125;20.715322671906428;-40.81319149092694,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.6
13.509901624178152;18.23964896048455;-33.50168282574333,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.2;0.4
10.223634924335371;14.737282332926178;-22.052548752293642,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.4;0.2
6.512611134760135;14.166131112398894;-9.372544846274605,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.6;0.0
16.754365385108933;32.316825774250184;-51.986154208416444,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.0;0.4
11.779564125030912;24.932033462839453;-37.685895787020165,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.2;0.2
10.279825171825568;29.788570698440083;-44.939180804518124,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.4;0.0
16.62660754544769;37.79767830314984;-56.68099094887344,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6;0.0;0.2
11.826339280087073;31.84109732207252;-45.71228854098833,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6;0.2;0.0
16.377741456901653;43.23491665854326;-60.90574673895603,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0
20.162843813890547;19.69891097797902;-28.677038847641157,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6
17.4938931619893;17.796293893754616;-15.949868571018433,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.4
15.858969254197469;23.861346419574854;-3.49802454877548,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.2
14.674048368202609;24.748930796578417;14.22672759201048,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0
19.430381641655664;25.16777590795105;-33.81662721616819,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2;0.0;0.4
16.297679859523292;27.382727844884187;-22.6183492420478,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2;0.2;0.2
18.256067168971285;32.08913110228645;-39.66266241174075,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.2
17.649247825827885;37.24592893857476;-45.887744257173466,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0
24.536884346832352;27.401509627410363;-10.794999857281562,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4
24.006953689888583;32.34513560158622;4.217807859025424,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.2
23.454631101972872;35.53533235962841;21.954542403166965,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0
23.571362818955365;31.81290127604011;-16.296853003863156,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.0;0.2
22.574066449343533;32.94826725568356;1.3721127439781489,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.2;0.0
22.39195245426083;35.17910740644914;-21.505384206854174,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0
31.478824619612418;39.61751551920209;12.151412070497846,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
33.42382404285411;40.41324221627723;-74.53349922915615,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0
48.90910859803907;24.881866559148147;-67.49368635399497,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0
64.51053364463533;8.996392196114533;-49.59981320567508,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0
81.30476134534808;0.11661756178960037;-25.371312080557118,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
19.725489547272687;4.173234749331373;-26.86686093010413,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0
42.681664497986155;-9.510694181576989;-21.640186245048575,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.6;0.0;0.0
59.102974753824284;-14.869114996622134;-2.4395732353732047,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.4;0.0;0.0
76.020967598283;-11.952486392395933;16.314940357441454,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.2;0.0;0.0
91.79194445896206;0.7002239872995752;31.57061004919839,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0;0.0
28.36741335595066;-18.02931785719944;8.062811603905551,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0
52.04685084995562;-21.515259118132622;29.48858010134956,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.4;0.0;0.0
69.24770043362227;-15.17591019395187;43.36155656766296,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.2;0.0;0.0
84.96711168768839;6.711605078227323;55.60490123668866,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0;0.0
38.08864104456645;-16.96235635246768;32.911842827210705,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0
55.830063328298905;-10.228959675390726;47.77904582304545,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.2;0.0;0.0
78.80079985319216;16.576539214817167;70.106357657179,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0;0.0
49.83174115887485;4.175611087613995;52.42159723989231,0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
17.13745359948144;19.33427300088314;-40.96695831479812,0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0
38.69764877158082;8.085473322121562;-43.508140214827094,0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.6;0.0;0.0
53.70199293528631;-1.787050254101974;-22.09812226472183,0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.4;0.0;0.0
71.02530682071672;-3.6327809809158507;-1.8435889166396935,0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.2;0.0;0.0
88.04922490795988;2.7297440080773505;16.904615174421235,0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0
